Hour,Weekday,Month,NumVehicles,RoadClass,RoadSurface,LightConditions,WeatherConditions,VehicleType,CasualtySeverity
12,6,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
11,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
11,7,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
9,4,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,3,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,5,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,6,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,1,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,2,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,2,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,3,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,3,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,5,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,8,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,2,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,2,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,3,8,2,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,4,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,4,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,4,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,7,8,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,2,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,3,8,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,3,8,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,7,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
9,7,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,2,9,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,2,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,4,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,6,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
13,6,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
13,6,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
13,6,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
10,1,9,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,1,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,1,9,5,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,3,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,3,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,7,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,1,9,1,B,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,1,9,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,1,9,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,2,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,1,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,1,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,4,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,4,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,4,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,4,9,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,5,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,6,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,6,9,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,4,9,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,6,9,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
8,6,9,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
8,2,10,3,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,2,10,3,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,3,10,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,4,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,2,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedal cycle,Slight
13,2,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,2,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,2,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,3,10,1,B,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,4,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,4,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,5,10,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,5,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,6,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,10,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,7,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,7,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,6,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,6,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,6,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,6,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,5,10,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,1,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,1,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,7,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,4,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,4,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,5,10,3,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,6,10,1,B,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,4,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Minibus (8 – 16 passenger seats),Slight
13,4,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Minibus (8 – 16 passenger seats),Slight
13,4,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Minibus (8 – 16 passenger seats),Slight
13,4,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Minibus (8 – 16 passenger seats),Slight
11,5,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,5,10,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,5,10,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,3,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,3,10,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,4,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
12,4,11,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,11,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,4,11,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,4,11,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,11,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,11,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,5,11,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,6,11,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,7,11,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,4,11,2,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
12,4,11,2,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
16,6,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,6,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
15,6,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
8,1,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,1,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,3,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
8,3,12,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,5,12,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,7,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,2,12,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,5,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
15,2,12,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,2,12,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,5,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
11,5,12,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
15,1,12,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,1,4,A,Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 500cc,Slight
10,6,1,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,6,1,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,7,1,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,7,1,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,1,1,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,3,1,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,3,1,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
7,4,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
7,4,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,1,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,2,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,2,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,3,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
9,4,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,3,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,6,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,6,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,6,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,1,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,3,2,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,6,2,2,A(M),Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,2,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,6,2,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,6,3,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,3,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,3,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,3,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,7,3,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,3,3,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,4,3,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle 3.5 tonnes mgw and under,Slight
10,6,3,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,3,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,2,3,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,5,3,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,6,3,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,3,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,4,3,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,4,3,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,1,3,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
9,5,3,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,5,3,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,5,3,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,4,3,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,5,4,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,5,4,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,4,4,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,4,4,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,4,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,4,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,7,4,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,1,4,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
10,3,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,3,4,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
8,6,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,4,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,7,4,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,1,4,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,7,4,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,1,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,2,4,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,2,4,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,2,4,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,3,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,4,4,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,5,4,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
8,5,4,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,2,4,1,B,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,4,5,5,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,1,5,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,3,5,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,4,5,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,4,5,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,4,5,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,5,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
9,5,5,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,6,5,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,6,5,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,2,5,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,4,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,5,5,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
9,1,6,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,1,6,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,1,6,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,4,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
4,6,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,6,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,7,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
11,7,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,7,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,2,6,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,3,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,3,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,6,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,5,6,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,4,6,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,6,6,2,A(M),Dry,Daylight: street lights present,Fine without high winds,Motorcycle over 125cc and up to 500cc,Slight
16,2,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
16,2,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
12,4,6,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,5,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,6,6,4,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
15,2,6,1,B,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
15,2,6,1,B,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
7,4,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,6,6,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,7,6,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,1,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
14,3,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,3,7,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,3,7,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,3,7,3,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,4,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,5,7,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
8,7,7,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,1,7,1,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
11,1,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,1,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,2,7,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
14,5,7,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
1,1,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,3,6,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,2,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,3,7,2,Motorway,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,4,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
20,7,7,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
20,7,7,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
20,7,7,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,7,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,7,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,7,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,1,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,1,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,4,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,4,7,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,4,7,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,4,7,3,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
16,6,7,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
21,5,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
21,5,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
21,5,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
19,5,7,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
12,7,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
10,2,7,2,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
13,7,7,1,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Bus or coach (17 or more passenger seats),Slight
7,4,8,4,A,Dry,Daylight: street lights present,Fine without high winds,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,Slight
13,4,8,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
13,4,8,2,B,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
18,4,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
22,4,8,1,A,Dry,Daylight: street lights present,Fine without high winds,Taxi/Private hire car,Slight
0,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
0,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
9,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
17,5,8,2,A,Dry,Daylight: street lights present,Fine without high winds,Car,Slight
